fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
8,6;0,37;0,65;6,4;0,0800;3;8;0,9982;3,27;0,58;11,0;REGULAR-MALO
7,9;0,30;0,68;8,3;0,0500;38;278;0,9932;3,01;0,51;12,3;BUENO
10,3;0,27;0,56;1,4;0,0470;3;8;0,9947;3,16;0,51;11,8;REGULAR-BUENO
7,9;0,30;0,68;8,3;0,0500;38;289;0,9932;3,01;0,51;12,3;BUENO
7,2;0,38;0,30;1,8;0,0730;31;70;0,9969;3,42;0,59;9,5;REGULAR-BUENO
8,7;0,42;0,45;2,4;0,0720;32;59;0,9962;3,33;0,77;12,0;REGULAR-BUENO
7,2;0,38;0,30;1,8;0,0730;31;70;0,9969;3,42;0,59;9,5;REGULAR-BUENO
6,8;0,48;0,08;1,8;0,0740;40;64;0,9953;3,12;0,49;9,6;REGULAR-MALO
8,5;0,34;0,40;4,7;0,0550;3;9;0,9974;3,38;0,66;11,6;BUENO
7,9;0,19;0,42;1,6;0,0570;18;30;0,9940;3,29;0,69;11,2;REGULAR-BUENO
11,6;0,41;0,54;1,5;0,0950;22;41;0,9974;3,02;0,76;9,9;BUENO
11,6;0,41;0,54;1,5;0,0950;22;41;0,9974;3,02;0,76;9,9;BUENO
10,0;0,26;0,54;1,9;0,0830;42;74;0,9945;2,98;0,63;11,8;MUY BUENO
7,9;0,34;0,42;2,0;0,0860;8;19;0,9955;3,35;0,60;11,4;REGULAR-BUENO
7,0;0,54;0,09;2,0;0,0810;10;16;0,9948;3,43;0,59;11,5;REGULAR-BUENO
9,2;0,31;0,36;2,2;0,0790;11;31;0,9962;3,33;0,86;12,0;BUENO
6,6;0,73;0,09;5,5;0,1170;9;17;0,9966;3,35;0,49;10,8;REGULAR-BUENO
9,4;0,40;0,47;2,5;0,0870;6;20;0,9977;3,15;0,50;10,5;REGULAR-MALO
6,6;0,73;0,09;5,5;0,1170;9;17;0,9966;3,35;0,49;10,8;REGULAR-BUENO
8,6;0,52;0,38;1,5;0,0960;5;18;0,9967;3,20;0,52;9,4;REGULAR-MALO
8,0;0,31;0,45;2,1;0,2160;5;16;0,9936;3,15;0,81;12,5;BUENO
8,6;0,52;0,38;1,5;0,0960;5;18;0,9967;3,20;0,52;9,4;REGULAR-MALO
8,4;0,34;0,42;2,1;0,0720;23;36;0,9939;3,11;0,78;12,4;REGULAR-BUENO
7,4;0,49;0,27;2,1;0,0710;14;25;0,9939;3,35;0,63;12,0;REGULAR-BUENO
6,1;0,48;0,09;1,7;0,0780;18;30;0,9940;3,45;0,54;11,2;REGULAR-BUENO
7,4;0,49;0,27;2,1;0,0710;14;25;0,9939;3,35;0,63;12,0;REGULAR-BUENO
8,0;0,48;0,34;2,2;0,0730;16;25;0,9936;3,28;0,66;12,4;REGULAR-BUENO
6,3;0,57;0,28;2,1;0,0480;13;49;0,9937;3,41;0,60;12,8;REGULAR-MALO
8,2;0,23;0,42;1,9;0,0690;9;17;0,9938;3,21;0,54;12,3;REGULAR-BUENO
9,1;0,30;0,41;2,0;0,0680;10;24;0,9952;3,27;0,85;11,7;BUENO
8,1;0,78;0,10;3,3;0,0900;4;13;0,9986;3,36;0,49;9,5;REGULAR-MALO
10,8;0,47;0,43;2,1;0,1710;27;66;0,9982;3,17;0,76;10,8;REGULAR-BUENO
8,3;0,53;0,00;1,4;0,0700;6;14;0,9959;3,25;0,64;10,0;REGULAR-BUENO
5,4;0,42;0,27;2,0;0,0920;23;55;0,9947;3,78;0,64;12,3;BUENO
7,9;0,33;0,41;1,5;0,0560;6;35;0,9940;3,29;0,71;11,0;REGULAR-BUENO
8,9;0,24;0,39;1,6;0,0740;3;10;0,9970;3,12;0,59;9,5;REGULAR-BUENO
5,0;0,40;0,50;4,3;0,0460;29;80;0,9902;3,49;0,66;13,6;REGULAR-BUENO
7,0;0,69;0,07;2,5;0,0910;15;21;0,9957;3,38;0,60;11,3;REGULAR-BUENO
7,0;0,69;0,07;2,5;0,0910;15;21;0,9957;3,38;0,60;11,3;REGULAR-BUENO
7,0;0,69;0,07;2,5;0,0910;15;21;0,9957;3,38;0,60;11,3;REGULAR-BUENO
7,1;0,39;0,12;2,1;0,0650;14;24;0,9925;3,30;0,53;13,3;REGULAR-BUENO
5,6;0,66;0,00;2,5;0,0660;7;15;0,9926;3,52;0,58;12,9;REGULAR-MALO
7,9;0,54;0,34;2,5;0,0760;8;17;0,9924;3,20;0,72;13,1;MUY BUENO
6,6;0,50;0,00;1,8;0,0620;21;28;0,9935;3,44;0,55;12,3;REGULAR-BUENO
6,3;0,47;0,00;1,4;0,0550;27;33;0,9922;3,45;0,48;12,3;REGULAR-BUENO
10,7;0,40;0,37;1,9;0,0810;17;29;0,9967;3,12;0,65;11,2;REGULAR-BUENO
6,5;0,58;0,00;2,2;0,0960;3;13;0,9956;3,62;0,62;11,5;MALO
8,8;0,24;0,35;1,7;0,0550;13;27;0,9939;3,14;0,59;11,3;BUENO
5,8;0,29;0,26;1,7;0,0630;3;11;0,9915;3,39;0,54;13,5;REGULAR-BUENO
6,3;0,76;0,00;2,9;0,0720;26;52;0,9938;3,51;0,60;11,5;REGULAR-BUENO
10,0;0,43;0,33;2,7;0,0950;28;89;0,9984;3,22;0,68;10,0;REGULAR-MALO
10,5;0,43;0,35;3,3;0,0920;24;70;0,9980;3,21;0,69;10,5;REGULAR-BUENO
9,1;0,60;0,00;1,9;0,0580;5;10;0,9977;3,18;0,63;10,4;REGULAR-BUENO
5,9;0,19;0,21;1,7;0,0450;57;135;0,9934;3,32;0,44;9,5;REGULAR-MALO
7,4;0,36;0,34;1,8;0,0750;18;38;0,9933;3,38;0,88;13,6;BUENO
7,2;0,48;0,07;5,5;0,0890;10;18;0,9968;3,37;0,68;11,2;BUENO
8,5;0,28;0,35;1,7;0,0610;6;15;0,9952;3,30;0,74;11,8;BUENO
8,0;0,25;0,43;1,7;0,0670;22;50;0,9946;3,38;0,60;11,9;REGULAR-BUENO
10,4;0,52;0,45;2,0;0,0800;6;13;0,9977;3,22;0,76;11,4;REGULAR-BUENO
10,4;0,52;0,45;2,0;0,0800;6;13;0,9977;3,22;0,76;11,4;REGULAR-BUENO
7,5;0,41;0,15;3,7;0,1040;29;94;0,9979;3,14;0,58;9,1;REGULAR-MALO
8,2;0,51;0,24;2,0;0,0790;16;86;0,9976;3,34;0,64;9,5;REGULAR-BUENO
7,3;0,40;0,30;1,7;0,0800;33;79;0,9969;3,41;0,65;9,5;REGULAR-BUENO
8,2;0,38;0,32;2,5;0,0800;24;71;0,9962;3,27;0,85;11,0;REGULAR-BUENO
6,9;0,45;0,11;2,4;0,0430;6;12;0,9935;3,30;0,65;11,4;REGULAR-BUENO
7,0;0,22;0,30;1,8;0,0650;16;20;0,9967;3,61;0,82;10,0;REGULAR-BUENO
7,3;0,32;0,23;2,3;0,0660;35;70;0,9959;3,43;0,62;10,1;REGULAR-MALO
8,2;0,20;0,43;2,5;0,0760;31;51;0,9967;3,53;0,81;10,4;REGULAR-BUENO
7,8;0,50;0,12;1,8;0,1780;6;21;0,9960;3,28;0,87;9,8;REGULAR-BUENO
10,0;0,41;0,45;6,2;0,0710;6;14;0,9970;3,21;0,49;11,8;BUENO
7,8;0,39;0,42;2,0;0,0860;9;21;0,9953;3,39;0,66;11,6;REGULAR-BUENO
10,0;0,35;0,47;2,0;0,0610;6;11;0,9959;3,23;0,52;12,0;REGULAR-BUENO
8,2;0,33;0,32;2,8;0,0670;4;12;0,9947;3,30;0,76;12,8;BUENO
6,1;0,58;0,23;2,5;0,0440;16;70;0,9935;3,46;0,65;12,5;REGULAR-BUENO
8,3;0,60;0,25;2,2;0,1180;9;38;0,9962;3,15;0,53;9,8;REGULAR-MALO
9,6;0,42;0,35;2,1;0,0830;17;38;0,9962;3,23;0,66;11,1;REGULAR-BUENO
6,6;0,58;0,00;2,2;0,1000;50;63;0,9954;3,59;0,68;11,4;REGULAR-BUENO
8,3;0,60;0,25;2,2;0,1180;9;38;0,9962;3,15;0,53;9,8;REGULAR-MALO
8,5;0,18;0,51;1,8;0,0710;45;88;0,9952;3,33;0,76;11,8;BUENO
5,1;0,51;0,18;2,1;0,0420;16;101;0,9924;3,46;0,87;12,9;BUENO
6,7;0,41;0,43;2,8;0,0760;22;54;0,9957;3,42;1,16;10,6;REGULAR-BUENO
10,2;0,41;0,43;2,2;0,1100;11;37;0,9973;3,16;0,67;10,8;REGULAR-MALO
10,6;0,36;0,57;2,3;0,0870;6;20;0,9968;3,14;0,72;11,1;BUENO
8,8;0,45;0,43;1,4;0,0760;12;21;0,9955;3,21;0,75;10,2;REGULAR-BUENO
8,5;0,32;0,42;2,3;0,0750;12;19;0,9943;3,14;0,71;11,8;BUENO
9,0;0,79;0,24;1,7;0,0780;10;21;0,9969;3,29;0,67;10,0;REGULAR-MALO
9,0;0,79;0,24;1,7;0,0780;10;21;0,9969;3,29;0,67;10,0;REGULAR-MALO
8,5;0,44;0,50;1,9;0,3690;15;38;0,9963;3,01;1,10;9,4;REGULAR-MALO
9,9;0,54;0,26;2,0;0,1110;7;60;0,9971;2,94;0,98;10,2;REGULAR-MALO
8,2;0,33;0,39;2,5;0,0740;29;48;0,9953;3,32;0,88;12,4;BUENO
6,5;0,34;0,27;2,8;0,0670;8;44;0,9938;3,21;0,56;12,0;REGULAR-BUENO
7,6;0,50;0,29;2,3;0,0860;5;14;0,9950;3,32;0,62;11,5;REGULAR-BUENO
9,2;0,36;0,34;1,6;0,0620;5;12;0,9967;3,20;0,67;10,5;REGULAR-BUENO
7,1;0,59;0,00;2,2;0,0780;26;44;0,9952;3,42;0,68;10,8;REGULAR-BUENO
9,7;0,42;0,46;2,1;0,0740;5;16;0,9965;3,27;0,74;12,3;REGULAR-BUENO
7,6;0,36;0,31;1,7;0,0790;26;65;0,9972;3,46;0,62;9,5;REGULAR-BUENO
7,6;0,36;0,31;1,7;0,0790;26;65;0,9972;3,46;0,62;9,5;REGULAR-BUENO
6,5;0,61;0,00;2,2;0,0950;48;59;0,9954;3,61;0,70;11,5;REGULAR-BUENO
6,5;0,88;0,03;5,6;0,0790;23;47;0,9957;3,58;0,50;11,2;MALO
7,1;0,66;0,00;2,4;0,0520;6;11;0,9932;3,35;0,66;12,7;BUENO
5,6;0,92;0,00;2,1;0,0410;17;78;0,9935;3,68;0,73;11,4;REGULAR-MALO
8,2;0,35;0,33;2,4;0,0760;11;47;0,9960;3,27;0,81;11,0;REGULAR-BUENO
8,2;0,35;0,33;2,4;0,0760;11;47;0,9960;3,27;0,81;11,0;REGULAR-BUENO
9,8;0,39;0,43;1,7;0,0680;5;11;0,9948;3,19;0,46;11,4;REGULAR-MALO
10,2;0,40;0,40;2,5;0,0680;41;54;0,9975;3,38;0,86;10,5;REGULAR-BUENO
6,8;0,66;0,07;1,6;0,0700;16;61;0,9957;3,29;0,60;9,3;REGULAR-MALO
6,7;0,64;0,23;2,1;0,0800;11;119;0,9954;3,36;0,70;10,9;REGULAR-MALO
7,0;0,43;0,30;2,0;0,0850;6;39;0,9935;3,33;0,46;11,9;REGULAR-BUENO
6,6;0,80;0,03;7,8;0,0790;6;12;0,9963;3,52;0,50;12,2;REGULAR-MALO
7,0;0,43;0,30;2,0;0,0850;6;39;0,9935;3,33;0,46;11,9;REGULAR-BUENO
6,7;0,64;0,23;2,1;0,0800;11;119;0,9954;3,36;0,70;10,9;REGULAR-MALO
8,8;0,96;0,05;1,8;0,0750;5;19;0,9962;3,30;0,44;9,6;MALO
9,1;0,40;0,57;4,6;0,0800;6;20;0,9965;3,28;0,57;12,5;REGULAR-BUENO
6,5;0,89;0,00;2,3;0,1660;6;12;0,9955;3,56;0,51;10,8;REGULAR-MALO
7,2;0,25;0,37;2,5;0,0630;11;41;0,9944;3,52;0,80;12,4;BUENO
6,4;0,89;0,00;2,3;0,1660;6;12;0,9955;3,56;0,51;10,8;REGULAR-MALO
7,0;0,75;0,12;1,8;0,1140;15;64;0,9959;3,22;0,59;9,5;REGULAR-BUENO
6,2;0,43;0,22;1,8;0,0780;21;56;0,9963;3,52;0,60;9,5;REGULAR-BUENO
7,9;0,58;0,23;2,3;0,0760;23;94;0,9969;3,21;0,58;9,5;REGULAR-BUENO
7,7;0,57;0,21;1,5;0,0690;4;9;0,9946;3,16;0,54;9,8;REGULAR-BUENO
7,7;0,26;0,26;2,0;0,0520;19;77;0,9951;3,15;0,79;10,9;REGULAR-BUENO
7,9;0,58;0,23;2,3;0,0760;23;94;0,9969;3,21;0,58;9,5;REGULAR-BUENO
7,7;0,57;0,21;1,5;0,0690;4;9;0,9946;3,16;0,54;9,8;REGULAR-BUENO
7,9;0,34;0,36;1,9;0,0650;5;10;0,9942;3,27;0,54;11,2;BUENO
8,6;0,42;0,39;1,8;0,0680;6;12;0,9952;3,35;0,69;11,7;MUY BUENO
9,9;0,74;0,19;5,8;0,1110;33;76;0,9988;3,14;0,55;9,4;REGULAR-MALO
7,2;0,36;0,46;2,1;0,0740;24;44;0,9953;3,40;0,85;11,0;BUENO
7,2;0,36;0,46;2,1;0,0740;24;44;0,9953;3,40;0,85;11,0;BUENO
7,2;0,36;0,46;2,1;0,0740;24;44;0,9953;3,40;0,85;11,0;BUENO
9,9;0,72;0,55;1,7;0,1360;24;52;0,9975;3,35;0,94;10,0;REGULAR-MALO
7,2;0,36;0,46;2,1;0,0740;24;44;0,9953;3,40;0,85;11,0;BUENO
6,2;0,39;0,43;2,0;0,0710;14;24;0,9943;3,45;0,87;11,2;BUENO
6,8;0,65;0,02;2,1;0,0780;8;15;0,9950;3,35;0,62;10,4;REGULAR-BUENO
6,6;0,44;0,15;2,1;0,0760;22;53;0,9957;3,32;0,62;9,3;REGULAR-MALO
6,8;0,65;0,02;2,1;0,0780;8;15;0,9950;3,35;0,62;10,4;REGULAR-BUENO
9,6;0,38;0,42;1,9;0,0710;5;13;0,9966;3,15;0,75;10,5;REGULAR-BUENO
10,2;0,33;0,46;1,9;0,0810;6;9;0,9963;3,10;0,48;10,4;REGULAR-BUENO
8,8;0,27;0,46;2,1;0,0950;20;29;0,9949;3,26;0,56;11,3;REGULAR-BUENO
7,9;0,57;0,31;2,0;0,0790;10;79;0,9968;3,29;0,69;9,5;REGULAR-BUENO
8,2;0,34;0,37;1,9;0,0570;43;74;0,9941;3,23;0,81;12,0;REGULAR-BUENO
8,2;0,40;0,31;1,9;0,0820;8;24;0,9960;3,24;0,69;10,6;REGULAR-BUENO
9,0;0,39;0,40;1,3;0,0440;25;50;0,9948;3,20;0,83;10,9;REGULAR-BUENO
10,9;0,32;0,52;1,8;0,1320;17;44;0,9973;3,28;0,77;11,5;REGULAR-BUENO
10,9;0,32;0,52;1,8;0,1320;17;44;0,9973;3,28;0,77;11,5;REGULAR-BUENO
8,1;0,53;0,22;2,2;0,0780;33;89;0,9968;3,26;0,46;9,6;REGULAR-BUENO
10,5;0,36;0,47;2,2;0,0740;9;23;0,9964;3,23;0,76;12,0;REGULAR-BUENO
12,6;0,39;0,49;2,5;0,0800;8;20;0,9992;3,07;0,82;10,3;REGULAR-BUENO
9,2;0,46;0,23;2,6;0,0910;18;77;0,9992;3,15;0,51;9,4;REGULAR-MALO
7,5;0,58;0,03;4,1;0,0800;27;46;0,9959;3,02;0,47;9,2;REGULAR-MALO
9,0;0,58;0,25;2,0;0,1040;8;21;0,9977;3,27;0,72;9,6;REGULAR-MALO
5,1;0,42;0,00;1,8;0,0440;18;88;0,9916;3,68;0,73;13,6;BUENO
7,6;0,43;0,29;2,1;0,0750;19;66;0,9972;3,40;0,64;9,5;REGULAR-MALO
7,7;0,18;0,34;2,7;0,0660;15;58;0,9947;3,37;0,78;11,8;REGULAR-BUENO
7,8;0,82;0,01;2,6;0,0740;48;90;0,9962;3,38;0,62;10,8;REGULAR-MALO
7,6;0,43;0,29;2,1;0,0750;19;66;0,9972;3,40;0,64;9,5;REGULAR-MALO
10,2;0,23;0,37;2,2;0,0570;14;36;0,9961;3,23;0,49;9,3;MALO
7,1;0,75;0,01;2,2;0,0590;11;18;0,9924;3,39;0,40;12,8;REGULAR-BUENO
6,0;0,33;0,32;12,9;0,0540;6;113;0,9957;3,30;0,56;11,5;MALO
7,8;0,55;0,00;1,7;0,0700;7;17;0,9966;3,26;0,64;9,4;REGULAR-BUENO
7,1;0,75;0,01;2,2;0,0590;11;18;0,9924;3,39;0,40;12,8;REGULAR-BUENO
8,1;0,73;0,00;2,5;0,0810;12;24;0,9980;3,38;0,46;9,6;MALO
6,5;0,67;0,00;4,3;0,0570;11;20;0,9949;3,45;0,56;11,8;MALO
7,5;0,61;0,20;1,7;0,0760;36;60;0,9949;3,10;0,40;9,3;REGULAR-MALO
9,8;0,37;0,39;2,5;0,0790;28;65;0,9973;3,16;0,59;9,8;REGULAR-MALO
9,0;0,40;0,41;2,0;0,0580;15;40;0,9941;3,22;0,60;12,2;REGULAR-BUENO
8,3;0,56;0,22;2,4;0,0820;10;86;0,9983;3,37;0,62;9,5;REGULAR-MALO
5,9;0,29;0,25;13,4;0,0670;72;160;0,9972;3,33;0,54;10,3;REGULAR-BUENO
7,4;0,55;0,19;1,8;0,0820;15;34;0,9966;3,49;0,68;10,5;REGULAR-MALO
7,4;0,74;0,07;1,7;0,0860;15;48;0,9950;3,12;0,48;10,0;REGULAR-MALO
7,4;0,55;0,19;1,8;0,0820;15;34;0,9966;3,49;0,68;10,5;REGULAR-MALO
6,9;0,41;0,33;2,2;0,0810;22;36;0,9949;3,41;0,75;11,1;REGULAR-BUENO
7,1;0,60;0,01;2,3;0,0790;24;37;0,9951;3,40;0,61;10,9;REGULAR-BUENO
7,1;0,60;0,01;2,3;0,0790;24;37;0,9951;3,40;0,61;10,9;REGULAR-BUENO
7,5;0,58;0,14;2,2;0,0770;27;60;0,9963;3,28;0,59;9,8;REGULAR-MALO
7,1;0,72;0,00;1,8;0,1230;6;14;0,9963;3,45;0,58;9,8;REGULAR-MALO
7,9;0,66;0,00;1,4;0,0960;6;13;0,9957;3,43;0,58;9,5;REGULAR-MALO
7,8;0,70;0,06;1,9;0,0790;20;35;0,9963;3,40;0,69;10,9;REGULAR-MALO
6,1;0,64;0,02;2,4;0,0690;26;46;0,9936;3,47;0,45;11,0;REGULAR-MALO
7,5;0,59;0,22;1,8;0,0820;43;60;0,9950;3,10;0,42;9,2;REGULAR-MALO
7,0;0,58;0,28;4,8;0,0850;12;69;0,9963;3,32;0,70;11,0;REGULAR-BUENO
6,8;0,64;0,00;2,7;0,1230;15;33;0,9954;3,44;0,63;11,3;REGULAR-BUENO
6,8;0,64;0,00;2,7;0,1230;15;33;0,9954;3,44;0,63;11,3;REGULAR-BUENO
8,6;0,64;0,68;1,8;0,4030;19;56;0,9963;3,02;1,15;9,3;REGULAR-MALO
6,3;1,02;0,00;2,0;0,0830;17;24;0,9944;3,59;0,55;11,2;MALO
9,8;0,45;0,38;2,5;0,0810;34;66;0,9973;3,15;0,58;9,8;REGULAR-MALO
8,2;0,78;0,00;2,2;0,0890;13;26;0,9978;3,37;0,46;9,6;MALO
8,5;0,37;0,32;1,8;0,0660;26;51;0,9946;3,38;0,72;11,8;REGULAR-BUENO
7,2;0,57;0,05;2,3;0,0810;16;36;0,9956;3,38;0,60;10,3;REGULAR-BUENO
7,2;0,57;0,05;2,3;0,0810;16;36;0,9956;3,38;0,60;10,3;REGULAR-BUENO
10,4;0,43;0,50;2,3;0,0680;13;19;0,9960;3,10;0,87;11,4;REGULAR-BUENO
6,9;0,41;0,31;2,0;0,0790;21;51;0,9967;3,47;0,55;9,5;REGULAR-BUENO
5,5;0,49;0,03;1,8;0,0440;28;87;0,9908;3,50;0,82;14,0;MUY BUENO
5,0;0,38;0,01;1,6;0,0480;26;60;0,9908;3,70;0,75;14,0;REGULAR-BUENO
7,3;0,44;0,20;1,6;0,0490;24;64;0,9935;3,38;0,57;11,7;REGULAR-BUENO
5,9;0,46;0,00;1,9;0,0770;25;44;0,9939;3,50;0,53;11,2;REGULAR-MALO
7,5;0,58;0,20;2,0;0,0730;34;44;0,9949;3,10;0,43;9,3;REGULAR-MALO
7,8;0,58;0,13;2,1;0,1020;17;36;0,9944;3,24;0,53;11,2;REGULAR-BUENO
8,0;0,72;0,22;2,3;0,0750;13;81;0,9969;3,24;0,54;9,5;REGULAR-BUENO
8,5;0,40;0,40;6,3;0,0500;3;10;0,9957;3,28;0,56;12,0;MALO
7,0;0,69;0,00;1,9;0,1140;3;10;0,9964;3,35;0,60;9,7;REGULAR-BUENO
8,0;0,72;0,22;2,3;0,0750;13;81;0,9969;3,24;0,54;9,5;REGULAR-BUENO
9,8;0,30;0,39;1,7;0,0620;3;9;0,9948;3,14;0,57;11,5;BUENO
7,1;0,46;0,20;1,9;0,0770;28;54;0,9956;3,37;0,64;10,4;REGULAR-BUENO
7,1;0,46;0,20;1,9;0,0770;28;54;0,9956;3,37;0,64;10,4;REGULAR-BUENO
7,9;0,77;0,00;2,0;0,0840;9;22;0,9962;3,33;0,68;10,9;REGULAR-BUENO
8,7;0,63;0,28;2,7;0,0960;17;69;0,9973;3,26;0,63;10,2;REGULAR-BUENO
7,0;0,42;0,19;2,3;0,0710;18;36;0,9948;3,39;0,56;10,9;REGULAR-MALO
11,3;0,37;0,50;1,8;0,0900;20;47;0,9973;3,15;0,57;10,5;REGULAR-MALO
7,1;0,16;0,44;2,5;0,0680;17;31;0,9933;3,35;0,54;12,4;REGULAR-BUENO
8,0;0,60;0,08;2,6;0,0560;3;7;0,9929;3,22;0,37;13,0;REGULAR-MALO
7,0;0,60;0,30;4,5;0,0680;20;110;0,9991;3,30;1,17;10,2;REGULAR-MALO
7,0;0,60;0,30;4,5;0,0680;20;110;0,9991;3,30;1,17;10,2;REGULAR-MALO
7,6;0,74;0,00;1,9;0,1000;6;12;0,9952;3,36;0,59;11,0;REGULAR-MALO
8,2;0,64;0,10;2,1;0,0730;25;60;0,9964;3,29;0,75;10,9;REGULAR-BUENO
5,9;0,40;0,13;2,4;0,0560;14;28;0,9936;3,62;0,67;12,4;REGULAR-BUENO
7,5;0,76;0,00;1,9;0,0840;6;12;0,9967;3,34;0,49;9,7;MALO
8,2;0,64;0,10;2,1;0,0730;25;60;0,9964;3,29;0,75;10,9;REGULAR-BUENO
6,6;0,63;0,00;4,3;0,0930;51;78;0,9956;3,20;0,45;9,5;REGULAR-MALO
6,6;0,63;0,00;4,3;0,0930;51;78;0,9956;3,20;0,45;9,5;REGULAR-MALO
7,2;0,53;0,14;2,1;0,0640;15;29;0,9932;3,35;0,61;12,1;REGULAR-BUENO
5,7;0,60;0,00;1,4;0,0630;11;18;0,9919;3,45;0,56;12,2;REGULAR-BUENO
7,6;1,58;0,00;2,1;0,1370;5;9;0,9948;3,50;0,40;10,9;MUY MALO
5,2;0,65;0,00;2,2;0,0800;15;28;0,9944;3,78;0,61;12,5;REGULAR-BUENO
6,7;0,86;0,07;2,0;0,1000;20;57;0,9960;3,60;0,74;11,7;REGULAR-BUENO
9,1;0,37;0,32;2,1;0,0640;4;15;0,9958;3,30;0,80;11,2;REGULAR-BUENO
8,0;0,28;0,44;1,8;0,0810;28;68;0,9950;3,36;0,66;11,2;REGULAR-MALO
7,6;0,79;0,21;2,3;0,0870;21;68;0,9955;3,12;0,44;9,2;REGULAR-MALO
7,5;0,61;0,26;1,9;0,0730;24;88;0,9961;3,30;0,53;9,8;REGULAR-MALO
9,7;0,69;0,32;2,5;0,0880;22;91;0,9979;3,29;0,62;10,1;REGULAR-MALO
6,8;0,68;0,09;3,9;0,0680;15;29;0,9952;3,41;0,52;11,1;MALO
9,7;0,69;0,32;2,5;0,0880;22;91;0,9979;3,29;0,62;10,1;REGULAR-MALO
7,0;0,62;0,10;1,4;0,0710;27;63;0,9960;3,28;0,61;9,2;REGULAR-MALO
7,5;0,61;0,26;1,9;0,0730;24;88;0,9961;3,30;0,53;9,8;REGULAR-MALO
6,5;0,51;0,15;3,0;0,0640;12;27;0,9929;3,33;0,59;12,8;REGULAR-BUENO
8,0;1,18;0,21;1,9;0,0830;14;41;0,9953;3,34;0,47;10,5;REGULAR-MALO
7,0;0,36;0,21;2,3;0,0860;20;65;0,9956;3,40;0,54;10,1;REGULAR-BUENO
7,0;0,36;0,21;2,4;0,0860;24;69;0,9956;3,40;0,53;10,1;REGULAR-BUENO
7,5;0,63;0,27;2,0;0,0830;17;91;0,9962;3,26;0,58;9,8;REGULAR-BUENO
5,4;0,74;0,00;1,2;0,0410;16;46;0,9926;4,01;0,59;12,5;REGULAR-BUENO
9,9;0,44;0,46;2,2;0,0910;10;41;0,9964;3,18;0,69;11,9;REGULAR-BUENO
7,5;0,63;0,27;2,0;0,0830;17;91;0,9962;3,26;0,58;9,8;REGULAR-BUENO
9,1;0,76;0,68;1,7;0,4140;18;64;0,9965;2,90;1,33;9,1;REGULAR-BUENO
9,7;0,66;0,34;2,6;0,0940;12;88;0,9980;3,26;0,66;10,1;REGULAR-MALO
5,0;0,74;0,00;1,2;0,0410;16;46;0,9926;4,01;0,59;12,5;REGULAR-BUENO
9,1;0,34;0,42;1,8;0,0580;9;18;0,9939;3,18;0,55;11,4;REGULAR-MALO
9,1;0,36;0,39;1,8;0,0600;21;55;0,9950;3,18;0,82;11,0;BUENO
6,7;0,46;0,24;1,7;0,0770;18;34;0,9948;3,39;0,60;10,6;REGULAR-BUENO
6,7;0,46;0,24;1,7;0,0770;18;34;0,9948;3,39;0,60;10,6;REGULAR-BUENO
6,7;0,46;0,24;1,7;0,0770;18;34;0,9948;3,39;0,60;10,6;REGULAR-BUENO
6,7;0,46;0,24;1,7;0,0770;18;34;0,9948;3,39;0,60;10,6;REGULAR-BUENO
6,5;0,52;0,11;1,8;0,0730;13;38;0,9955;3,34;0,52;9,3;REGULAR-MALO
7,4;0,60;0,26;2,1;0,0830;17;91;0,9962;3,29;0,56;9,8;REGULAR-BUENO
7,4;0,60;0,26;2,1;0,0830;17;91;0,9962;3,29;0,56;9,8;REGULAR-BUENO
7,8;0,87;0,26;3,8;0,1070;31;67;0,9967;3,26;0,46;9,2;REGULAR-MALO
8,4;0,39;0,10;1,7;0,0750;6;25;0,9958;3,09;0,43;9,7;REGULAR-BUENO
9,1;0,78;0,22;2,2;0,0790;12;48;0,9976;3,18;0,51;9,6;REGULAR-MALO
7,2;0,84;0,00;2,0;0,1660;4;11;0,9961;3,39;0,52;10,0;REGULAR-MALO
6,6;0,58;0,02;2,4;0,0690;19;40;0,9939;3,38;0,66;12,6;REGULAR-BUENO
6,0;0,50;0,00;1,4;0,0570;15;26;0,9945;3,36;0,45;9,5;REGULAR-MALO
6,0;0,50;0,00;1,4;0,0570;15;26;0,9945;3,36;0,45;9,5;REGULAR-MALO
6,0;0,50;0,00;1,4;0,0570;15;26;0,9945;3,36;0,45;9,5;REGULAR-MALO
7,5;0,51;0,02;1,7;0,0840;13;31;0,9954;3,36;0,54;10,5;REGULAR-BUENO
7,5;0,51;0,02;1,7;0,0840;13;31;0,9954;3,36;0,54;10,5;REGULAR-BUENO
7,5;0,51;0,02;1,7;0,0840;13;31;0,9954;3,36;0,54;10,5;REGULAR-BUENO
7,6;0,54;0,02;1,7;0,0850;17;31;0,9959;3,37;0,51;10,4;REGULAR-BUENO
7,5;0,51;0,02;1,7;0,0840;13;31;0,9954;3,36;0,54;10,5;REGULAR-BUENO
11,5;0,42;0,48;2,6;0,0770;8;20;0,9985;3,09;0,53;11,0;REGULAR-MALO
8,2;0,44;0,24;2,3;0,0630;10;28;0,9961;3,25;0,53;10,2;REGULAR-BUENO
6,1;0,59;0,01;2,1;0,0560;5;13;0,9947;3,52;0,56;11,4;REGULAR-MALO
